GHGRP ID,Landfill ID,Landfill Name,State,City,County,Ownership Type,Landfill Owner Organization(s),Waste in Place (tons),Waste in Place Year,LFG Collection System In Place?,LFG Collected (mmscfd),LFG Flared (mmscfd),Project ID,Current Project Status,Project Name,Project Start Date,Project Type Category,LFG Energy Project Type,RNG Delivery Method,LFG Use Details,Actual MW Generation,Rated MW Capacity,LFG Flow to Project (mmscfd),End User(s),Project Developer(s),Project Owner(s),Product Supplier(s),Self-Developed,Current Year Emission Reductions (MMTCO2e/yr) - Direct,Current Year Emission Reductions (MMTCO2e/yr) - Avoided
1007833,559,Prairie View RDF,IN,Bremen,St. Joseph,Private,WM,"14,292,886",2022,Yes,2.485,0.024,628-0,Operational,Project #1,9/1/1994,Electricity,Reciprocating Engine,,(4) Caterpillar 3516 engines @ ~280 cfm each,2.08,3.2,1.146,Wabash Valley Power Alliance,Wabash Valley Power Alliance,,"Caterpillar, Inc.",Yes,0.1053,0.0101
1007833,559,Prairie View RDF,IN,Bremen,St. Joseph,Private,WM,"14,292,886",2022,Yes,2.485,0.024,628-1,Operational,"Project #1, Expansion #1",10/23/2007,Electricity,Reciprocating Engine,,(4) Caterpillar 3516 engines @ ~280 cfm each,2.4,3.2,1.318,Wabash Valley Power Alliance,Wabash Valley Power Alliance,,"Caterpillar, Inc.",Yes,0.1214,0.0117
1005697,560,Randolph Farms LF,IN,Modoc,Randolph,Private,"600 Land, Inc.","10,573,372",2022,Yes,1.136,0.99,200848-0,Operational,Project #2,7/1/2018,Renewable Natural Gas,Vehicle Fuel,Local Use,"Single pass upgrading, membrane separation; H2S, H2O, siloxane, VOC, and CO2 removal; gas compression; onsite fast fill vehicle fueling for waste hauler trucks (8 out of 40 in fleet); will produce up to 1,100 GGE/day; 2 large storage vessels store CNG",,,0.288,Best Way Disposal,"Randolph Farms, Inc.","Randolph Farms, Inc.","Air Liquide Biogas; Tetra Tech SWE; Unison Solutions, Inc.",Yes,0.0282,0.0023
1002683,1939,South Side Landfill Inc.,IN,Indianapolis,Marion,Private,"600 Land, Inc.","27,693,911",2022,Yes,4.056,0.054,167020-0,Operational,Project #1,1/1/1989,Direct,Greenhouse,,LFG used in (2) boilers for hot water systems at 6.5-acre greenhouse built on site in 1989; each has max heat input capacity of 14.6 MMBtu/hr and uses No. 2 fuel oil as back-up fuel,,,0.3,Crossroads Greenhouse,Granger Energy,,,No,0.0294,0.0026
1002683,1939,South Side Landfill Inc.,IN,Indianapolis,Marion,Private,"600 Land, Inc.","27,693,911",2022,Yes,4.056,0.054,180981-0,Operational,Project #6,6/30/2009,Direct,Boiler,,LFG used in (2) boilers,,,0.72,Vertellus,Granger Energy,,,No,0.0706,0.0062
1002683,1939,South Side Landfill Inc.,IN,Indianapolis,Marion,Private,"600 Land, Inc.","27,693,911",2022,Yes,4.056,0.054,201008-0,Operational,Project #7,3/20/2020,Renewable Natural Gas,Vehicle Fuel,Local Use,"LNG will fuel Class 8 vehicles in the Midwest, replacing >8 million gallons of diesel per year; iron redox scrubber for H2S removal, membranes for CO2 removal and PSA for nitrogen removal; inlet capacity 4,000 scfm, outlet capacity 2,710 MMBtu/day",,,2.98,Kinetrex Energy; United Parcel Service (UPS),EDL Energy,Indy High Btu LLC,"Air Liquide Biogas; Guild Associates, Inc.",No,0.2922,0.0235
1004476,2281,Sycamore Ridge Landfill & Victory Landfill,IN,Pimento,Vigo,Private,"Republic Services, Inc.","18,111,359",2022,Yes,2.556,2.231,180371-0,Operational,Project #1,5/19/2008,Direct,Direct Thermal,,1.2-mile pipeline carries LFG to tunnel kiln,,,0.327,Meridian Brick LLC,Meridian Brick LLC,,,Yes,0.0321,0.0028
1007638,567,Twin Bridges RDF,IN,Danville,Hendricks,Private,WM,"31,058,242",2022,Yes,6.908,2.599,201547-0,Operational,Project #2,6/30/2023,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,RNG to be piped 5 miles to NG line,,,,,Kinetrex Energy,,,Unknown,0.0000,0.0000
1007638,567,Twin Bridges RDF,IN,Danville,Hendricks,Private,WM,"31,058,242",2022,Yes,6.908,2.599,637-0,Operational,Project #1,9/1/1994,Electricity,Reciprocating Engine,,(4) Caterpillar 3516 engines @ ~280 cfm each,1.68,3.2,0.753,Wabash Valley Power Alliance,Wabash Valley Power Alliance,,"Caterpillar, Inc.",Yes,0.0850,0.0082
1007638,567,Twin Bridges RDF,IN,Danville,Hendricks,Private,WM,"31,058,242",2022,Yes,6.908,2.599,637-1,Operational,"Project #1, Expansion #1",6/1/2002,Electricity,Reciprocating Engine,,(4) Caterpillar 3516 engines @ ~280 cfm each,1.68,3.2,0.753,Wabash Valley Power Alliance,Wabash Valley Power Alliance,,"Caterpillar, Inc.",Yes,0.0850,0.0082
1007638,567,Twin Bridges RDF,IN,Danville,Hendricks,Private,WM,"31,058,242",2022,Yes,6.908,2.599,637-2,Operational,"Project #1, Expansion #2",1/16/2009,Electricity,Reciprocating Engine,,(4) Caterpillar 3516 engines @ ~280 cfm each,1.68,3.2,0.753,Wabash Valley Power Alliance,"Wabash Valley Power Alliance; WM Renewable Energy, LLC",,"Caterpillar, Inc.",Yes,0.0850,0.0082
1007638,567,Twin Bridges RDF,IN,Danville,Hendricks,Private,WM,"31,058,242",2022,Yes,6.908,2.599,637-3,Operational,"Project #1, Expansion #3",8/1/2012,Electricity,Reciprocating Engine,,(2) Caterpillar 3520 engines @ ~593 cfm each max,1.68,3.2,0.753,Wabash Valley Power Alliance,Wabash Valley Power Alliance,,"Caterpillar, Inc.",Yes,0.0850,0.0082
1007192,645,Allen County LF,KS,La Harpe,Allen,Public,"Allen County, KS","1,444,132",2022,Yes,0.078,0.031,715-0,Operational,Project #1,1/1/2007,Direct,Direct Thermal,,infrared heaters in maintenance facility,,,0.0504,Allen County LF,,,,No,0.0049,0.0004
1005117,664,Hamm SLF,KS,Lawrence,Jefferson,Private,"Hamm, Inc.","12,316,287",2022,Yes,3.047,0,734-0,Operational,Project #1,7/31/2017,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"Gas processing plant (H2S removal, siloxane removal, O2 removal, CO2 removal, and dehydration) and 7.2-mile pipeline to NG pipeline interconnect, 6 inch high-pressure steel line; Evonik membrane for CO2 removal",,,3.047,BP Products North America,Renewable Power Producers,LS Power,"Loci Controls, Inc.; Vilter Manufacturing LLC; Xebec Adsorption Inc.",No,0.2988,0.0240
1004065,640,Johnson County LF,KS,Shawnee,Johnson,Private,WM,"47,152,463",2022,Yes,8.682,2.38,710-0,Operational,Project #1,9/1/2001,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,Selexol technology,,,6.31,Los Angeles Department of Water & Power (LADWP); Shell Energy North America,"Morrow Renewables, LLC","Archaea Energy, LLC",,No,0.6187,0.0498
1007990,668,Oak Grove Landfill,KS,Arcadia,Crawford,Private,GFL Environmental USA Inc.,"5,209,269",2022,Yes,1.591,0.686,738-0,Operational,Project #1,2/8/2010,Electricity,Reciprocating Engine,,(1) Caterpillar G3520C,0.82,1.6,0.432,Kansas City Board of Public Utilities,"Enerdyne Power Systems, Inc.",,"Caterpillar, Inc.",No,0.0415,0.0040
1007990,668,Oak Grove Landfill,KS,Arcadia,Crawford,Private,GFL Environmental USA Inc.,"5,209,269",2022,Yes,1.591,0.686,738-1,Operational,"Project #1, Expansion #1",12/1/2013,Electricity,Reciprocating Engine,,(1) 1.953-MW Caterpillar G3520A+ with a gear-box providing increased output & efficiency,1,1.953,0.527,Kansas City Board of Public Utilities,"Enerdyne Power Systems, Inc.",,"Caterpillar, Inc.",No,0.0506,0.0049
1006796,11320,Plumb Thicket Landfill,KS,Harper,Harper,Private,Waste Connections Inc. - Central Region,"8,118,177",2022,Yes,1.042,0.255,180989-0,Operational,Project #1,1/1/2022,Renewable Natural Gas,Other,Pipeline Injection,,,,0.772,,,,,Unknown,0.0757,0.0067
1007832,667,Rolling Meadows LF,KS,Topeka,Shawnee,Private,WM,"11,299,633",2022,Yes,2.786,0.008,737-0,Operational,Project #1,1/15/2010,Electricity,Reciprocating Engine,,(7) 800-kW Caterpillar 3516s,5.48,5.6,2.78,Westar Energy,"WM Renewable Energy, LLC",,"Caterpillar, Inc.",Yes,0.2773,0.0266
1011499,660,Seward County Landfill,KS,Liberal,Seward,Public,"Seward County, KS","2,601,365",2022,Yes,0.002,,730-0,Operational,Project #1,6/1/2007,Direct,Boiler,,"Two 25 hp blowers pull LFG from gas vents & leachate cleanouts, uncleaned LFG is piped 1,800 ft to nearest wastewater treatment anaerobic lagoon and injected under floating cover to join lagoon's gas, used as boiler fuel",,,0.1,National Beef,Seward County Landfill,,,Yes,0.0098,0.0009
1005950,669,Bavarian Trucking Company LF,KY,Walton,Boone,Private,"Bavarian Waste Services, Inc.","9,870,511",2022,Yes,2.491,0.603,739-0,Operational,Project #1,9/22/2003,Electricity,Reciprocating Engine,,(4) Caterpillar G3516s,2.89,3.2,1.44,East Kentucky Power Cooperative (EKPC),East Kentucky Power Cooperative (EKPC),East Kentucky Power Cooperative (EKPC),"Caterpillar, Inc.",Yes,0.1462,0.0140
1005950,669,Bavarian Trucking Company LF,KY,Walton,Boone,Private,"Bavarian Waste Services, Inc.","9,870,511",2022,Yes,2.491,0.603,739-1,Operational,"Project #1, Expansion #1",12/31/2016,Electricity,Reciprocating Engine,,"(1) Caterpillar 3520, a fuel compressor, an engine cooling system, and a step-up transformer",0.83,1.6,0.8,East Kentucky Power Cooperative (EKPC),East Kentucky Power Cooperative (EKPC),East Kentucky Power Cooperative (EKPC),"Caterpillar, Inc.",Yes,0.0420,0.0040
1003413,675,Benson Valley LF,KY,Frankfort,Franklin,Private,"Republic Services, Inc.","6,434,779",2022,Yes,1.93,1.93,745-0,Operational,Project #1,8/31/2023,Renewable Natural Gas,Other,Pipeline Injection,"Capacity to process 2,000 scfm raw LFG into >=483,552 dekatherms of RNG",,,,,"Ameresco, Inc.","Ameresco, Inc.",Fluid Components International (FCI),No,0.0000,0.0000
1004082,674,Blue Ridge RDF,KY,Irvine,Estill,Private,WM,"4,650,991",2022,Yes,0.673,0.382,744-0,Operational,Project #1,11/1/2013,Electricity,Reciprocating Engine,,"(2) Caterpillar 3516 engines, running at 50-75% capacity at start-up",0.56,1.6,0.291,Jackson Energy Cooperative,"North American Natural Resources, Inc. (NANR)",,"Caterpillar, Inc.; Fluid Components International (FCI); Houston Service Industries",No,0.0283,0.0027
1007094,11460,Boyd County Sanitary Landfill,KY,Ashland,Boyd,Private,Rumpke,"11,649,949",2022,Yes,2.937,1.337,181005-0,Operational,Project #1,5/13/2021,Renewable Natural Gas,Other,Pipeline Injection,"LFG injected into interstate natural gas transmission system 1.5 miles away; capacity is for 2,300 MMBtu/day of RNG",,,1.68,,"Big Run Power Producers, LLC","Archaea Energy, LLC",DMT Clear Gas Solutions LLC,No,0.1647,0.0145
1008022,11480,Central Kentucky Landfill,KY,Georgetown,Scott,Private,Waste Services of the Bluegrass,"3,869,433",2021,Yes,0.566,0.482,181006-0,Operational,Project #1,11/23/2015,Electricity,Reciprocating Engine,,gensets for electricity and eventually CHP; 6.5-mile underground transmission line delivers electricity from landfill to plant; (1) engine in late 2015 or early 2016 and (1) additional engine in mid-2019,0.11,1,0.084,Toyota,,,,Unknown,0.0056,0.0005
1005973,680,Glasgow Regional Landfill,KY,Glasgow,Barren,Public,"City of Glasgow, KY","2,951,477",2022,Yes,0.306,,750-0,Operational,Project #1,1/1/2016,Electricity,Reciprocating Engine,,(1) CAT 3515 Super,0.47,1,0.26,Farmers Rural Electric Cooperative (FRECC),East Kentucky Power Cooperative (EKPC),East Kentucky Power Cooperative (EKPC),"Caterpillar, Inc.",Yes,0.0238,0.0023
1004483,672,Green Valley Landfill,KY,Ashland,Greenup,Private,"Republic Services, Inc.","7,282,677",2022,Yes,1.5,0.532,742-0,Operational,Project #1,9/9/2003,Electricity,Reciprocating Engine,,(3) Caterpillar 3516s,1.92,2.4,0.97,East Kentucky Power Cooperative (EKPC),East Kentucky Power Cooperative (EKPC),East Kentucky Power Cooperative (EKPC),"Caterpillar, Inc.",Yes,0.0972,0.0093
1007240,695,Hardin County Landfill,KY,Elizabethtown,Hardin,Public,"Hardin County Fiscal Court, KY","5,008,945",2022,Yes,1.379,0.737,765-0,Operational,Project #1,1/31/2006,Electricity,Reciprocating Engine,,(3) low-emission 800 kW Caterpillar 3516 engines initially,1.33,2.4,0.644,East Kentucky Power Cooperative (EKPC),East Kentucky Power Cooperative (EKPC),East Kentucky Power Cooperative (EKPC),"Caterpillar, Inc.; Perennial Energy, Inc.",Yes,0.0673,0.0065
1001642,685,Morehead Landfill Inc.,KY,Morehead,Rowan,Private,WM,"2,922,765",2022,Yes,0.801,0.33,755-0,Operational,Project #1,10/9/2019,Electricity,Reciprocating Engine,,,0.94,1.4,0.47,Fleming-Mason Energy,North American Bio Fuels,North American Bio Fuels,Fluid Components International (FCI); Houston Service Industries,No,0.0476,0.0046
1007901,681,Outer Loop RDF,KY,Louisville,Jefferson,Private,WM,"39,814,494",2022,Yes,6.028,0.31,200966-0,Operational,Project #2,6/5/2018,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"will produce enough CNG to fuel 800 trucks per day; will fuel 80 fleet vehicles and sell the rest of the cleaned LFG into pipeline; Darco for H2S removal, membranes for CO2 removal, PSA for N2 removal",,,5.72,Texas Gas Transmission LLC; WM,"WM Renewable Energy, LLC","WM Renewable Energy, LLC",,Yes,0.5608,0.0451
1005271,682,Rumpke/Pendleton County LF,KY,Butler,Pendleton,Private,Rumpke,"8,363,773",2022,Yes,1.724,0.498,752-0,Operational,Project #1,2/1/2007,Electricity,Reciprocating Engine,,(4) Caterpillar G3516s,2.35,3.2,1.23,East Kentucky Power Cooperative (EKPC),East Kentucky Power Cooperative (EKPC),East Kentucky Power Cooperative (EKPC),"Caterpillar, Inc.",Yes,0.1189,0.0114
1005493,730,EBR Parish North Landfill,LA,Zachary,East Baton Rouge,Public,"City of Baton Rouge, LA; East Baton Rouge Parish, LA","13,920,871",2022,Yes,1.258,0.103,800-0,Operational,Project #1,7/10/2010,Direct,Boiler,,3.75-mile pipeline to the south supplies 80-85 MMBtu/hr total to boilers,,,1.16,ExxonMobil Baton Rouge Polyolefins,"Siemens Building Technologies, Inc.; Sustainable Energy Solutions LLC",,Siemens,No,0.1137,0.0100
1002476,712,Jefferson Davis Parish Landfill,LA,Welsh,Jefferson Davis,Public,"Jefferson Davis Parish Sanitary Landfill Commission, LA","12,076,119",2022,Yes,2.038,0.082,782-0,Operational,Project #1,4/1/2008,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"Physical solvent process with patented enhancements to remove CO2, H2O, H2S, siloxanes, and other impurities from LFG, RNG is transported and sold into adjoining natural gas pipeline to be used for vehicle fuel",,,1.96,"Anew Climate, LLC; Gulf South Pipeline","Morrow Renewables, LLC",Morrow Energy,,No,0.1922,0.0155
1002587,725,Jefferson Parish SLF,LA,Avondale,Jefferson,Public,"Jefferson Parish Department of Environmental Affairs, LA","16,046,373",2022,Yes,1.429,0.097,180379-2,Operational,"Combination Project, Expansion #2",1/1/2020,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,,1.33,Atmos Energy Corporation,"River Birch, Inc.","Renewable Energy of Jefferson, LLC",,No,0.1304,0.0105
1005717,2289,River Birch Landfill,LA,Avondale,Jefferson,Private,"River Birch, Inc.","26,791,931",2022,Yes,6.985,0.086,180379-0,Operational,Project #1,6/1/2010,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"Air-Liquide membrane separation produces 2,000 MMBtu/day of 950 Btu/scf gas, biological sulfur removal system named Thiopak",,,4.35,Atmos Energy Corporation,"River Birch, Inc.",,Air Liquide Biogas,Yes,0.4265,0.0343
1005717,2289,River Birch Landfill,LA,Avondale,Jefferson,Private,"River Birch, Inc.","26,791,931",2022,Yes,6.985,0.086,180379-1,Operational,"Project #1, Expansion #1",1/1/2017,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"Air-Liquide plant, now 3,400 MMBtu/day",,,2.41,Atmos Energy Corporation,"River Birch, Inc.",,Air Liquide Biogas,Yes,0.2363,0.0190
1006238,714,St. Landry Parish LF,LA,Washington,St. Landry,Public,"St. Landry Parish Solid Waste Disposal District, LA","2,907,520",2022,Yes,0.166,,784-0,Operational,Project #1,4/13/2012,Renewable Natural Gas,Vehicle Fuel,Local Use,"50 cfm LFG produces 250 gallons of gasoline equivalent (GGE)/day; convert LFG to bioCNG vehicle fuel for 1 passenger van, 5 sedans & 10 fleet pick-up trucks",,,0.07,"St. Landry Parish Solid Waste Disposal District, LA","St. Landry Parish Solid Waste Disposal District, LA",,"Tetra Tech SWE; Unison Solutions, Inc.",Yes,0.0069,0.0006
1006238,714,St. Landry Parish LF,LA,Washington,St. Landry,Public,"St. Landry Parish Solid Waste Disposal District, LA","2,907,520",2022,Yes,0.166,,784-1,Operational,"Project #1, Expansion #1",10/31/2015,Renewable Natural Gas,Vehicle Fuel,Local Use,"With expansion, total production now ~630 GGE/day; tube trailer transports CNG to satellite fueling station; membrane removes CO2, silica medium removes silica, charcoal-like compound and coconut-based medium remove VOCs, Sulfatreat removes H2S",,,0.2,"Waste Connections, Inc.","St. Landry Parish Solid Waste Disposal District, LA",,SulfaTreat; Tetra Tech SWE,Yes,0.0196,0.0016
1006064,12041,Timberlane Landfill,LA,Oakdale,Allen,Private,"Waste Connections, Inc.","4,943,846",2022,Yes,0.94,0.014,181087-0,Operational,Project #1,4/30/2019,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,~500 MMBtu output (RNG volume); membrane technology,,,0.928,"Tennessee Gas Pipeline Company, L.L.C.",Air Liquide Biogas,Air Liquide Biogas,Air Liquide Biogas,No,0.0910,0.0073
1003284,706,White Oaks Landfill,LA,Monroe,Ouachita,Private,Waste Connections Inc. - Central Region,"4,170,763",2022,Yes,0.313,0.31,776-0,Operational,Project #1,1/1/2016,Direct,Leachate Evaporation,,"1st evaporator installed in 2016, 2nd evaporator added in 2019",,,0.003,"Waste Connections, Inc.",,,,Unknown,0.0003,0.0000
1002511,700,Woolworth Road Landfill,LA,Keithville,Caddo,Public,"City of Shreveport, LA","12,478,323",2022,Yes,1.481,0,200852-0,Operational,Project #3,10/1/2018,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"Inlet capacity = 2,650 scfm, product gas capacity = 1,850 MMBtu/day; LFG refrigeration, LFG compression with a flooded-screw compressor, SulfaTreat for H2S removal, membranes for CO2 removal, product gas compressor, and regenerative TOX",,,1.48,University of California,"Mas Energy, LLC; University of California",University of California,SulfaTreat,Yes,0.1451,0.0117
1007669,775,Chicopee Landfill (WMI),MA,Chicopee,Hampden,Private,WM,"12,870,494",2019,Yes,1.405,0.187,845-0,Operational,Project #1 & Expansion #1,2/21/2004,Electricity,Reciprocating Engine,,(3) GE Jenbacher 1.9-MW IC engines in 2004 and (1) GE Jenbacher 2.1-MW IC engine in 2010,2.45,5.7,1.218,Chicopee Electric Light,"Ameresco, Inc.",,GE Energy - Jenbacher Gas Engines,No,0.1240,0.0119
1005039,788,Crapo Hill LF,MA,New Bedford,Bristol,Public,Greater New Bedford Regional Refuse Management District,"3,000,000",2023,Yes,1.6,0,858-0,Operational,Project #1,11/1/2005,Electricity,Reciprocating Engine,,(4) Caterpillar 3516 reciprocating internal combustion engines,2.5,3.3,1.6,Eversource,CommonWealth Resource Management Corporation,CommonWealth New Bedford Energy LLC,"Caterpillar, Inc.",No,0.1265,0.0121
1007547,778,Fall River Landfill,MA,Fall River,Bristol,Private,"Republic Services, Inc.","5,736,457",2014,Yes,2.541,,180127-0,Operational,Project #2,7/1/2000,Electricity,Gas Turbine,,"(1) Solar gas turbine, rated at 5,244 kW",3.39,5.244,2.68,Taunton Municipal Lighting Plant,"Gas Recovery Systems, LLC",Fortistar Methane Group,Solar Turbines Incorporated,No,0.1715,0.0165
1007753,787,Fitchburg-Westminster LF,MA,Westminster,Worcester,Private,WM,"14,110,494",2022,Yes,3.187,1.03,180847-0,Operational,Project #2,8/1/2007,Electricity,Reciprocating Engine,,(2) Caterpillar 3520 engines at 472 cfm per engine,2.8,3.2,1.44,New England Power Pool (NEPOOL),"WM Renewable Energy, LLC",,"Caterpillar, Inc.",Yes,0.1417,0.0136
1007753,787,Fitchburg-Westminster LF,MA,Westminster,Worcester,Private,WM,"14,110,494",2022,Yes,3.187,1.03,180847-1,Operational,"Project #2, Expansion #1",1/1/2010,Electricity,Reciprocating Engine,,(1) 1600-kW Caterpillar 3520,1.4,1.6,0.72,New England Power Pool (NEPOOL),"WM Renewable Energy, LLC",,"Caterpillar, Inc.",Yes,0.0708,0.0068
1007685,779,Granby SLF,MA,Granby,Hampshire,Private,WM,"6,437,059",2013,Yes,0.423,0.003,849-0,Operational,"Project #1 & Expansions #1, 2, 3",10/15/2001,Electricity,Reciprocating Engine,,"4 CAT 398 engines originally in 2001, 5th CAT 398 engine added in 2004, 6th and 7th CAT 398 engines added in 2005, 8th CAT 398 engine in 2008 (all at 415 kW and 260 cfm each)",0.42,3.2,0.42,Constellation,Industrial Power Services Corporation,,"Caterpillar, Inc.",No,0.0213,0.0020
1004557,785,Plainville LF,MA,Plainville,Norfolk,Private,"Republic Services, Inc.","7,426,271",1998,Yes,0.623,0.004,180226-0,Operational,Project #2,3/1/2003,Electricity,Reciprocating Engine,,Originally (7) Caterpillar G3516 LE engines; only (2) engines running by 2021,0.92,5.6,0.528,Plainville Generating Company,DTE Vantage,Lorusso Corporation,"Caterpillar, Inc.",No,0.0466,0.0045
